time               , latitude          , longitude, mod_points , alt_points        , uwnd         , vwnd          , hs         , fp         , dir          , dp            , phs0       , phs1       , phs2       , ptp0      , ptp1      , ptp2      , pdir0        , pdir1          , pdir2         , wind_speed
2025-01-01 06:00:00, 19.0              ,     133.8, 1.7992264  , 1.7754071005676344, -6.9267864   , -3.0364084    , 1.7992264  , 0.12520304 ,  95.28821    ,  97.96222     , 1.7636726  , 0.32533845 ,            ,  8.004624 ,  6.361593 ,           ,  97.53717    , 357.4143       ,               ,  7.563077799600869
2025-01-01 06:00:00, 18.6              ,     134.0, 1.7916691  , 1.59085277077207  , -5.662043    , -2.5380213    , 1.7916691  , 0.12592846 ,  95.60663    ,  95.813995    ,            , 1.7505414  , 0.36223322 ,           ,  7.963345 ,  6.4027653,              ,  98.25665      , 356.1787      ,  6.204859632022524
2025-01-01 06:00:00,  8.8              ,     135.0, 1.8173553  , 2.1394172670304314, -8.272394    , -1.0780522    , 1.8173553  , 0.12855844 ,  65.765625   ,  54.86969     , 1.5103412  , 0.99431026 ,            ,  7.6030126,  8.743029 ,           ,  83.15857    ,  23.995056     ,               ,  8.342343737653158
2025-01-01 06:00:00, 24.6              ,     131.4, 1.6128072  , 1.8232346679703453, -5.1978993   , -1.6756183    , 1.6128072  , 0.12572086 ,  22.68097    ,  36.0744      ,            , 1.3345903  , 0.8970348  ,           ,  6.995544 ,  8.602598 ,              , 352.26575      , 118.95831     ,  5.461305138905477
2025-01-01 06:00:00, 23.6              ,     132.0, 1.8053185  , 1.7630001         , -5.187517    , -3.904256     , 1.8053185  , 0.123545855,  30.969543   ,  37.46637     ,            , 1.477762   , 1.0256554  ,           ,  7.1386113,  8.508487 ,              , 356.8457       , 116.23407     ,  6.4925763406235735
2025-01-01 06:00:00,  8.2              ,     135.0, 1.8378456  , 2.0644104323385823, -8.126195    , -1.5320376    , 1.8378456  , 0.1286338  ,  66.99591    ,  55.986694    , 1.6156943  , 0.85650396 ,            ,  7.4649   ,  8.988718 ,           ,  80.670166   ,  14.886963     ,               ,  8.26935211403159
2025-01-01 06:00:00, 20.8              ,     133.0, 2.0768032  , 2.5280001         , -7.9617715   , -4.986118     , 2.0768032  , 0.122185014,  74.37091    , 107.708374    , 1.5427449  , 1.3772528  ,            ,  5.4331393,  8.214459 ,           ,  41.565063   , 109.08923      ,               ,  9.394209819252296
2025-01-01 06:00:00, 21.0              ,     133.0, 2.1159418  , 2.499935002485878 , -8.48        , -6.4600015    , 2.1159418  , 0.12196198 ,  70.050354   , 108.2677      , 1.6209866  , 1.3477157  ,            ,  5.473793 ,  8.240204 ,           ,  38.791687   , 109.47717      ,               , 10.660301092370808
2025-01-01 06:00:00, 20.4              ,     133.2, 2.0264535  , 2.6560001         , -7.3919044   , -4.2121162    , 2.0264535  , 0.12268339 ,  80.05182    , 106.39267     , 1.3596449  , 1.4908485  ,            ,  5.2237206,  8.169393 ,           ,  41.251892   , 106.573975     ,               ,  8.50777136158711
2025-01-01 06:00:00, 24.8              ,     131.4, 1.5921636  , 1.8998771058412356, -4.54515     , -1.8235027    , 1.5921636  , 0.1282327  ,  19.49945    ,  32.570923    ,            , 1.3339901  , 0.860454   ,           ,  6.978849 ,  8.622269 ,              , 352.20856      , 119.539185    ,  4.89730033992273
